run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].**.initialLoRaCF,868MHz,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].**.initialLoRaBW,125 kHz,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].**.initialLoRaTP,14dBm,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].**.initialLoRaSF,10,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].**.initialLoRaCR,4,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].**.payloadSize,10B,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].**.initFromDisplayString,false,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].**.evaluateADRinNode,true,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].LoRaNic.mac.classUsed,"""A""",,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].*.radio.separateTransmissionParts,false,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].*.radio.separateReceptionParts,false,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].*.radio.radioMediumModule,"""LoRaMedium""",,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].LoRaNic.radio.energyConsumer.typename,LoRaEnergyConsumer,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].**.energySourceModule,"""IdealEpEnergyStorage""",,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].LoRaNic.radio.energyConsumer.configFile,"xmldoc(""energyConsumptionParameters.xml"")",,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].mobility.radius,15.0,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].mobility.centerLatitude,-16.0,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.loRaNodes[*].mobility.centerLongitude,-55.0,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,**.nrOfGS,1,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.groundStation[*].groundForwarder.numUdpApps,1,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.groundStation[*].groundForwarder.destAddresses,"""networkServer""",,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.groundStation[*].groundForwarder.destPort,1000,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.groundStation[*].groundForwarder.localPort,2000,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.groundStation[*].groundForwarder.indexNumber,0,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.groundStation[0].mobility.latitude,38.7137,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.groundStation[0].mobility.longitude,-9.1392,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.groundStation[0].cityName,"""Lisboa""",,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.networkServer.numApps,1,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.networkServer.**.evaluateADRinServer,false,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.networkServer.**.WorkWithAck,true,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.networkServer.app[0].typename,LoRaNetworkServerApp,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.networkServer.app[0].destAddresses,"""groundStation[0]""",,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.networkServer.app[0].destPort,2000,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.networkServer.app[0].localPort,1000,,,,,,,,,,,
General-1-20230714-17:45:39-146859,config,,,*.networkServer.app[0].adrMethod,"""avg""",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPulled:count,,,9,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPulled:count,interpolationmode,none,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPulled:count,recordingmode,count,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPulled:count,title,"packet pulled, count",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPulled:sum(packetBytes),,,162,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPulled:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPulled:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPulled:sum(packetBytes),title,"packet pulled, sum(packetBytes)",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:max,,,3,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:max,autoWarmupFilter,false,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:max,interpolationmode,sample-hold,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:max,recordingmode,max,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:max,source,warmup(count(packetPushed) - count(packetPulled) - count(packetRemoved) - count(packetDropped)),,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:max,title,"queue length, max",,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:max,type,int,,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:timeavg,,,1.1138684441655,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:timeavg,recordingmode,timeavg,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:timeavg,source,warmup(count(packetPushed) - count(packetPulled) - count(packetRemoved) - count(packetDropped)),,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:timeavg,title,"queue length, timeavg",,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,queueLength:timeavg,type,int,,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPushed:count,,,10,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPushed:count,interpolationmode,none,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPushed:count,recordingmode,count,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPushed:count,title,"packet pushed, count",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPushed:sum(packetBytes),,,180,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPushed:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPushed:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetPushed:sum(packetBytes),title,"packet pushed, sum(packetBytes)",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetDropQueueOverflow:count,,,0,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetDropQueueOverflow:count,interpolationmode,none,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetDropQueueOverflow:count,recordingmode,count,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetDropQueueOverflow:count,source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetDropQueueOverflow:count,title,"packet drops: queue overflow, count",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetDropQueueOverflow:sum(packetBytes),,,0,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetDropQueueOverflow:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetDropQueueOverflow:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetDropQueueOverflow:sum(packetBytes),source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetDropQueueOverflow:sum(packetBytes),title,"packet drops: queue overflow, sum(packetBytes)",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetRemoved:count,,,0,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetRemoved:count,interpolationmode,none,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetRemoved:count,recordingmode,count,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetRemoved:count,title,"packets removed, count",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetRemoved:sum(packetBytes),,,0,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetRemoved:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetRemoved:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac.queue,packetRemoved:sum(packetBytes),title,"packets removed, sum(packetBytes)",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.mac,numRTSPacketsSent,,,20,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio.transmitter,LoRaTransmissionCreated:count,,,29,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio.transmitter,LoRaTransmissionCreated:count,recordingmode,count,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio.transmitter,LoRaTransmissionCreated:count,source,LoRaTransmissionCreated,,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio.receiver,numCollisions,,,0,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio.receiver,rcvBelowSensitivity,,,0,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio.energyConsumer,totalEnergyConsumed,,,1.3446963115265,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio.IdealEpEnergyStorage,residualEnergyCapacity:last,,,-1.3446963115265,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio.IdealEpEnergyStorage,residualEnergyCapacity:last,interpolationmode,linear,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio.IdealEpEnergyStorage,residualEnergyCapacity:last,recordingmode,last,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio.IdealEpEnergyStorage,residualEnergyCapacity:last,source,residualEnergyCapacityChanged,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio.IdealEpEnergyStorage,residualEnergyCapacity:last,title,"Residual energy capacity, last",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,radioMode:count,,,148,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,radioMode:count,interpolationmode,sample-hold,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,radioMode:count,recordingmode,count,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,radioMode:count,source,radioModeChanged,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,radioMode:count,title,"Radio mode, count",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,receptionState:count,,,176,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,receptionState:count,interpolationmode,sample-hold,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,receptionState:count,recordingmode,count,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,receptionState:count,source,receptionStateChanged,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,receptionState:count,title,"Radio reception state, count",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,transmissionState:count,,,116,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,transmissionState:count,interpolationmode,sample-hold,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,transmissionState:count,recordingmode,count,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,transmissionState:count,source,transmissionStateChanged,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].LoRaNic.radio,transmissionState:count,title,"Radio transmission state, count",,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].SimpleLoRaApp,Longitude,,,-56.233555440326,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].SimpleLoRaApp,Latitude,,,-16.264671872767,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].SimpleLoRaApp,receivedAck,,,1,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].SimpleLoRaApp,finalTP,,,14,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].SimpleLoRaApp,finalSF,,,10,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].SimpleLoRaApp,sentPackets,,,10,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].SimpleLoRaApp,receivedAckPackets,,,0,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].SimpleLoRaApp,receivedADRCommands,,,0,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[0].SimpleLoRaApp,LoRa_AppPacketSent:count,,,10,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].SimpleLoRaApp,LoRa_AppPacketSent:count,recordingmode,count,,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[0].SimpleLoRaApp,LoRa_AppPacketSent:count,source,LoRa_AppPacketSent,,,,,,,,,,,
General-1-20230714-17:45:39-146859,scalar,FLoRaSatNetworkWired.loRaNodes[1].LoRaNic.mac.queue,packetPulled:count,,,3,,,,,,,,,,
General-1-20230714-17:45:39-146859,attr,FLoRaSatNetworkWired.loRaNodes[1].LoRaNic.mac.queue,packetPulled:count,interpolationmode,none,,,,,,,,,,,
